Respondent,Country,AgeGroup,EducationLevel
41947,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41949,United States of America,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41951,United Kingdom of Great Britain and Northern Ireland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41954,Czech Republic,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41958,Ukraine,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41959,Bangladesh,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41962,Poland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41967,Germany,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41970,Germany,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41972,Israel,25-34 years old,Primary/elementary school
41978,Nigeria,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41980,India,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41985,United Kingdom of Great Britain and Northern Ireland,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41987,Australia,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41989,France,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41993,Germany,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41996,United Kingdom of Great Britain and Northern Ireland,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42003,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42007,Germany,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
42008,India,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42010,Hungary,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42012,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42013,United States of America,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
42014,Pakistan,Under 18 years old,Primary/elementary school
42015,France,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42021,India,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42023,France,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42035,Netherlands,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42036,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42037,Netherlands,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42039,Czech Republic,Under 18 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
42040,Latvia,25-34 years old,Some college/university study without earning a degree
42042,United States of America,45-54 years old,Some college/university study without earning a degree
42048,India,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42050,Poland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42055,Serbia,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42059,France,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42062,Czech Republic,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42063,United Kingdom of Great Britain and Northern Ireland,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42065,Kenya,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42070,Poland,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42077,Spain,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42083,Austria,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
42089,Netherlands,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42090,Germany,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42094,Russian Federation,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42097,Canada,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42098,New Zealand,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42104,Croatia,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42107,Belgium,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42114,Bhutan,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42117,United Kingdom of Great Britain and Northern Ireland,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
42123,United States of America,35-44 years old,Some college/university study without earning a degree
42126,Germany,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
42131,Indonesia,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
42132,Egypt,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42133,Malta,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42134,Italy,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42136,United Kingdom of Great Britain and Northern Ireland,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42138,Germany,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42141,Norway,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42145,Italy,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42148,United States of America,35-44 years old,"Associate degree (A.A., A.S., etc.)"
42149,"Iran, Islamic Republic of...",25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42151,Austria,45-54 years old,Some college/university study without earning a degree
42167,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42169,Thailand,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42170,Bulgaria,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42177,France,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42183,China,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42188,Norway,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42189,United Kingdom of Great Britain and Northern Ireland,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42192,United States of America,55-64 years old,Some college/university study without earning a degree
42193,Romania,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42206,Italy,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42208,Switzerland,45-54 years old,Some college/university study without earning a degree
42214,France,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42216,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42220,India,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42221,Germany,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42223,Taiwan,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42224,Italy,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42228,Turkey,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
42232,India,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42233,Spain,25-34 years old,Some college/university study without earning a degree
42237,Germany,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
42240,Zimbabwe,25-34 years old,Some college/university study without earning a degree
42241,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42249,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42258,United States of America,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42260,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42261,Netherlands,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42263,France,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42265,Italy,45-54 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
42266,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42271,Belarus,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42272,United States of America,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42273,Belgium,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42274,Kazakhstan,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42277,United Kingdom of Great Britain and Northern Ireland,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42278,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42282,Netherlands,25-34 years old,"Associate degree (A.A., A.S., etc.)"
42283,India,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42284,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42287,Romania,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42296,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42298,Canada,18-24 years old,Some college/university study without earning a degree
42304,United Kingdom of Great Britain and Northern Ireland,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42310,France,18-24 years old,Something else
42311,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42316,United States of America,25-34 years old,Some college/university study without earning a degree
42318,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42319,France,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42320,United Kingdom of Great Britain and Northern Ireland,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42329,Poland,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42334,Bangladesh,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42335,Croatia,Under 18 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
42339,Canada,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42341,Germany,18-24 years old,Some college/university study without earning a degree
42342,Romania,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42343,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42350,Paraguay,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
42351,United Kingdom of Great Britain and Northern Ireland,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42358,United States of America,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42359,United States of America,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
42363,United States of America,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42376,Paraguay,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
42384,United Kingdom of Great Britain and Northern Ireland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42385,Netherlands,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42389,France,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42390,Turkey,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42392,France,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42395,Indonesia,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
42399,Spain,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42400,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42401,Egypt,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
42402,Canada,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42412,Poland,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42413,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42414,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42422,Canada,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42424,Ireland,25-34 years old,Some college/university study without earning a degree
42435,United States of America,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42444,United States of America,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42445,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42446,United States of America,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42455,United States of America,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42458,United States of America,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42460,Canada,45-54 years old,Some college/university study without earning a degree
42461,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42463,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42465,Brazil,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42472,United States of America,35-44 years old,Some college/university study without earning a degree
42474,United States of America,25-34 years old,Some college/university study without earning a degree
42476,United States of America,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42479,Mexico,25-34 years old,"Associate degree (A.A., A.S., etc.)"
42482,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42489,United States of America,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42492,Italy,18-24 years old,Some college/university study without earning a degree
42497,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42498,Uruguay,25-34 years old,Some college/university study without earning a degree
42499,Switzerland,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42504,Andorra,35-44 years old,Some college/university study without earning a degree
42508,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42510,United States of America,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42514,United States of America,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
42518,Canada,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42519,United States of America,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42520,Canada,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42522,Germany,25-34 years old,Some college/university study without earning a degree
42526,United States of America,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42528,United States of America,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42540,Slovenia,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42545,United States of America,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42549,Poland,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
42550,United Kingdom of Great Britain and Northern Ireland,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42552,Brazil,35-44 years old,"Associate degree (A.A., A.S., etc.)"
42553,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42555,South Africa,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42557,Germany,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
42558,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42566,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42568,Brazil,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42570,Dominican Republic,25-34 years old,"Associate degree (A.A., A.S., etc.)"
42575,Poland,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42578,Poland,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42579,Uruguay,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42582,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
42585,Brazil,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
